Hora;Mes;Hidraul;Eolica;Demanda;Ciclocomb;Cogener;Nuclear;Carbon;Clases
4;4;3230.3;1070.3;13299.9;2299.7;2495.4;5910.1;180;0
5;4;3084;1033.9;13190.1;2299.7;2495.8;5909.1;180;0
6;4;3010.4;1122.2;13022.3;2299.7;2490.1;5911.1;180;0
7;4;3011.3;1242.9;13107.2;2299.7;2494.4;5911.1;180;0
8;4;3166.9;1285.8;13561.1;2299.7;2477.8;5909.1;180;0
9;4;3178.3;1277.8;14110.3;2299.7;2445.8;5908.1;180;0
10;4;3596.5;1431.1;15270.8;2129.7;2550.1;5908.1;180;0
11;4;3580.7;1599.2;16234;1754.3;2563.9;5905.1;423;0
12;4;3503.6;1695.3;17119.6;1754.3;2555.6;5901.1;423;0
13;4;3500.6;2102.2;17832.2;1754.3;2555.5;5900.1;423;0
14;4;3336.9;2643.6;18385;1754.3;2551.9;5903.1;423;0
15;4;2765.6;3601.8;18698.4;1754.3;2677.7;5904.1;423;0
16;4;2683.9;4123.4;18897.1;1754.3;2659.7;5907.1;423;0
17;4;2677.3;4432.4;18389.9;1754.3;2452.6;5909.1;180;0
18;4;2739;6103.8;16811.5;1754.3;2711.2;5909.1;180;0
19;4;3449.9;6704.9;17011.6;1754.3;2748.3;5910.1;180;0
20;4;5104.1;7537.1;17410.3;1018.9;2781.8;5910.1;180;0
21;4;5082.3;7517.1;18457;1018.9;2767.2;5910.1;180;0
22;4;4202.3;7636.9;18016.3;1018.9;2725.9;5910.1;180;0
23;4;3257.8;7801.6;17894.6;1018.9;2657.8;5911.1;180;0
0;4;2551;6542.4;16160.3;1714.5;2681.8;5909.9;432;0
1;4;2452.4;6051;16137.2;1714.5;2611.1;5909.9;431;0
2;4;2376.7;5710;15955.1;1714.5;2562.3;5910.9;360;0
3;4;2360.3;5451.5;15565.6;1714.5;2472.5;5910.9;180;0
4;4;2360.2;5288.4;15463.2;1714.5;2465.7;5910.9;180;0
5;4;2359.6;5462.9;15641;1714.5;2614.4;5909.9;180;0
6;4;2596.6;6107.2;16011.3;1714.5;2679.9;5912.9;180;0
7;4;3243.7;6151.7;16212.6;1714.5;2774.7;5911.9;180;0
8;4;4940.3;6613.1;16208.6;1301.9;2961.9;5909.9;180;0
9;4;5259.5;6159.7;17736.1;1191.9;2965.5;5908.9;423;0
10;4;5243.5;6366.8;19310.4;1018.9;2977.3;5909.9;423;0
11;4;5072.8;6247.4;19984.5;1018.9;2963.7;5905.9;423;0
12;4;3923.6;6561.5;20258.5;1018.9;2973.4;5901.9;423;0
13;4;3592.2;6606.2;20581;1018.9;2986.8;5900.9;423;0
14;4;3516.5;6634.1;20303.4;1018.9;2973.9;5902.9;423;0
15;4;3267.8;6576;19770.5;1018.9;2935.1;5903.9;423;0
16;4;3255.3;6294;19029;1018.9;2932.8;5905.9;423;0
17;4;3260.5;6211;18517.5;1018.9;2965.5;5908.9;423;0
18;4;3388.6;6109.6;17206.1;1018.9;2958.8;5909.9;423;0
19;4;5222.3;5914.5;17123.8;1018.9;2961.8;5908.9;423;0
20;4;5851.3;5736.6;17074.5;1018.9;3017;5909.9;180;0
21;4;6096.8;5505.8;16931.1;1018.9;3069.4;5909.9;180;0
22;4;5993.2;5323.9;16927.7;1018.9;3042.9;5909.9;180;0
23;4;5753.1;5040.7;17010.5;1018.9;3032.8;5911.9;180;0
0;4;4641.1;4290.4;16030.2;1821.3;2878.1;5912.6;432;0
1;4;4641.1;4221.6;16557.4;1821.3;2863.5;5912.6;431;0
2;4;4520.3;4075.4;16397.2;1821.3;2605.5;5913.6;360;0
3;4;4000.5;4067.3;15937.8;1821.3;2606.5;5912.6;180;0
4;4;3914.6;4040.5;15768.5;1821.3;2551.7;5912.6;180;0
5;4;3928.6;4189.6;15966.3;1821.3;2559.9;5913.6;180;0
6;4;4012.1;4617.9;15691.7;1821.3;2857.6;5913.6;180;0
7;4;4365.8;5306.7;14600.5;1821.3;3051.6;5914.6;180;0
8;4;4607;5889.2;15867;1821.3;3044.6;5912.6;180;0
9;4;4562.7;5856.4;18246.9;1033.9;3037.6;5911.6;423;0
10;4;4310.3;6349.1;19300.4;1033.9;3049.8;5911.6;423;0
11;4;4132.8;6550.8;19925.6;1033.9;3069.8;5908.6;423;0
12;4;4331.6;6657.5;20699.1;1033.9;3055.7;5903.6;423;0
13;4;4432.4;6897.4;21122.6;1033.9;3035;5903.6;423;0
14;4;4356.9;7260.5;21339.8;1033.9;3010.8;5905.6;423;0
15;4;3614.3;7450.5;20829.5;1033.9;3030;5907.6;423;0
16;4;3513;7139.2;20262.1;1033.9;3020.1;5909.6;423;0
17;4;3503.9;7272.2;19409.9;1033.9;2921.2;5912.6;423;0
18;4;3685.9;9003.2;18036.1;1033.9;3053.9;5912.6;423;0
19;4;3627.2;9232.5;18550;1033.9;3008.8;5913.6;423;0
20;4;4574.4;9301.5;17697.6;1033.9;3063.4;5912.6;180;0
21;4;4764.6;9514.3;18029.7;1033.9;3075.5;5913.6;180;0
22;4;4434;9679.6;17344;1033.9;3065.2;5913.6;180;0
23;4;3658.9;9421.7;17147.8;1033.9;3003.4;5913.6;180;0
0;4;3451.8;8889.7;16517.5;1962.6;2614.1;5892.7;432;0
1;4;2957.1;8779.6;16381.9;1962.6;2674.2;5891.7;431;0
2;4;2944.6;8290.8;16162.3;1962.6;2531.5;5891.7;360;0
3;4;2934.1;8289.2;16199.4;1962.6;2602.8;5893.7;180;0
4;4;2936.8;8024;16132.7;1962.6;2609.3;5893.7;180;0
5;4;2950.9;8712.5;16651.5;1962.6;2679.7;5893.7;180;0
6;4;3105.1;8402.9;15957.4;1962.6;2722.9;5893.7;180;0
7;4;3515.9;7979.1;16462.9;1962.6;2860;5892.7;180;0
8;4;3518.2;7426.1;18112.9;1962.6;2794.4;5893.7;180;0
9;4;3787.1;6964.2;18271.6;1663.2;2831.2;5892.7;423;0
10;4;3849.4;6281.9;19122.8;1356.9;2801;5892.7;423;0
11;4;3955.7;5735.2;19941.1;1033.9;2845.7;5893.7;423;0
12;4;3940.3;5165.8;20109.9;1033.9;2891.4;5892.7;423;0
13;4;4234.8;4890;19856.4;1033.9;2940.9;5892.7;423;0
14;4;4219.9;4352.4;19183.3;1033.9;2930.4;5892.7;423;0
15;4;4327.8;3955.5;18105.8;1033.9;2861.6;5893.7;423;0
16;4;4359.9;3597.6;17660.2;1033.9;2854.9;5892.7;423;0
17;4;4439.9;3781.7;15259.1;1033.9;2957.3;5893.7;423;0
18;4;4514.4;3567.5;15403.1;1033.9;2932.7;5894.7;423;0
19;4;5293.3;3488.4;16800.2;1033.9;3005.5;5892.7;423;0
20;4;5749.2;3731.1;15911.1;1033.9;3052.8;5892.7;180;0
21;4;5782.7;3780.6;16731;1063.9;3087.3;5893.7;180;0
22;4;5679.7;3614.1;15231.1;1033.9;3054.3;5893.7;180;0
23;4;4890;3165.8;14587.5;1033.9;3021.8;5894.7;180;0
0;4;5073.4;2777.8;14479;1828.3;2899.3;5890.6;432;0
1;4;4648.5;2507.9;13868.1;1969.6;2875.3;5890.6;431;0
2;4;4123.3;2394.5;12596.2;1969.6;2876.1;5891.6;360;0
3;4;3893.5;2676.4;13498.4;2039.6;2937.7;5892.6;180;0
4;4;3395.1;2468.6;13932.9;1969.6;2887.4;5892.6;180;0
5;4;3403.3;2830.8;13229.1;2004.6;2933.4;5893.6;180;0
6;4;3934.3;2964.9;13055.8;2004.6;2946.4;5893.6;180;0
7;4;4364.9;2443.4;13669.1;1969.6;2836.1;5892.6;180;0
8;4;4698.3;2420.7;14366.8;1969.6;2771.5;5892.6;180;0
9;4;4757.2;2566.8;15971.7;1363.9;3019.8;5892.6;423;0
10;4;3978.8;2841.4;16918.1;1040.9;3046;5892.6;423;0
11;4;3834.4;2997;17726.7;1055.9;3043;5892.6;423;0
12;4;3800.9;3105.4;18259.7;1055.9;3032.3;5891.6;423;0
13;4;3693.1;3164.2;18937.7;1055.9;3008.5;5891.6;423;0
14;4;3671.1;3199.2;18869;1025.9;3001;5890.6;423;0
15;4;3662.7;3300.4;16991.5;1055.9;2987.4;5890.6;423;0
16;4;3652.8;3341.4;16076.1;1051.6;2995.9;5890.6;423;0
17;4;3711.8;3455.5;14967.2;1115.9;2994.8;5890.6;423;0
18;4;4439.2;3371;15093;1025.9;2957.2;5891.6;423;0
19;4;5473;3331.1;15595.4;1025.9;3016.8;5890.6;423;0
20;4;5911.7;3471.1;15719.3;1025.9;3113.7;5890.6;180;0
21;4;5929.3;3691.9;17053.5;1025.9;3133.1;5890.6;180;0
22;4;5818.5;3766.2;15816.6;1025.9;3093.1;5825.6;180;0
23;4;5412.5;3858.7;14709.3;1025.9;3061;5690.6;180;0
0;4;5313.7;4531.5;16971;1660.3;3061.3;5516.4;432;0
1;4;4367;4259.3;15473.1;1602;3095;5516.4;431;0
2;4;3904.3;4126.6;14989.8;1602;3060.3;5516.4;360;0
3;4;3372.8;3746.2;13536.3;1914;2991.6;5516.4;180;0
4;4;3284.9;3615.5;12361.3;1901.9;2939.5;5516.4;180;0
5;4;3281.7;3512.7;12306.6;1885.3;2934.9;5516.4;180;0
6;4;3564.6;3542.6;13250.2;1876.5;2901;5516.4;180;0
7;4;4441.8;3881.9;14611.6;1602;3103.3;5516.4;180;0
8;4;5623;3814.1;16168.4;1625.1;3090.9;5516.4;180;0
9;4;5742.4;3438.7;17034.8;1206.9;3193.1;5516.4;423;0
10;4;5714.8;3411.2;17090.4;1206.9;3119.9;5516.4;423;0
11;4;5519.3;3392.6;16924.6;1206.9;3056.1;5516.4;423;0
12;4;5240.3;3654.3;18211.9;1033.9;3046.7;5516.4;423;0
13;4;4691.2;3859.5;19497.9;1033.9;3037;5516.4;423;0
14;4;4286;4013.5;19413.3;1033.9;3012.7;5516.4;423;0
15;4;4063;3882.8;18695.3;1033.9;2994.5;5516.4;423;0
16;4;4142.9;4065.2;17689.3;1033.9;3020;5516.4;423;0
17;4;3959;4046.2;15972.7;1033.9;3020.9;5516.4;423;0
18;4;5057.6;3888.3;15997;1033.9;3051.1;5516.4;423;0
19;4;6131.5;3939.2;16052.2;1033.9;3083.6;5516.4;423;0
20;4;6362.4;4131.7;16030.8;1033.9;3113.4;5516.4;180;0
21;4;6477;4470.6;16780.7;1033.9;3116.7;5516.4;180;0
22;4;6417;4137.7;16032.9;1033.9;3115.2;5516.4;180;0
23;4;6193.9;3801.8;14812.9;1033.9;3097;5516.4;180;0
0;4;5637.6;3334.3;14768.2;2125.6;2763.9;5508.5;432;0
1;4;5338.8;3018.3;14735.9;2125.6;2776.8;5508.6;431;0
2;4;5233.8;2710.8;14231;2125.6;2831.8;5508.6;360;0
3;4;4988.1;2248.3;14068.6;2125.6;2832.5;5508.6;180;0
4;4;4405.8;1853.5;13657.4;2125.6;2785.9;5508.6;180;0
5;4;3873.9;1577.3;12981.9;2125.6;2740.9;5508.6;180;0
6;4;3916.7;1386.3;12780.7;2125.6;2725.6;5508.6;180;0
7;4;4117.5;1269.2;12674.2;2125.6;2779;5508.6;180;0
8;4;4980.1;1055.1;13175.8;2125.6;2713.7;5508.6;180;0
9;4;5116.1;831.3;13247.5;2125.6;2619.9;5508.6;180;0
10;4;4983.5;768.5;14259;1905.2;2652.7;5508.6;423;0
11;4;5091.5;818.1;15143.3;1905.2;2483.9;5508.6;423;0
12;4;4509.3;956;16184.6;1905.2;2696.4;5508.6;423;0
13;4;4492;1097.1;17040.2;1905.2;2864.9;5508.6;423;0
14;4;4202.2;1263.7;17168.6;1905.2;2874.7;5508.6;423;0
15;4;3461.8;1453.6;16016.9;1905.2;2646.7;5508.6;423;0
16;4;3352.7;2096.1;15767.5;1905.2;2843.5;5508.6;180;0
17;4;3343.6;2144.8;15471.3;1905.2;2864.3;5508.6;180;0
18;4;4079.2;2280.6;13722.9;1905.2;2726;5508.6;180;0
19;4;4758.7;2384.6;13151.7;1905.2;2562.6;5508.6;180;0
20;4;6362.5;2672.3;14020.6;1018.9;3022.6;5508.6;180;0
21;4;6409.2;3314.4;15438.2;1018.9;3046.4;5508.6;180;0
22;4;6391.4;3409.4;14396.3;1018.9;3029.1;5508.6;180;0
23;4;6193.6;3214;13532.4;1018.9;3029.8;5508.6;180;0
0;4;4884;2911.9;12992.2;2125.6;2746.3;5507;432;0
1;4;4501.5;2944.9;12782.3;2125.6;2764.2;5507;431;0
2;4;4299.4;3043.2;12758.9;2200.6;2841.9;5507;360;0
3;4;3829.4;2964.4;13165.3;2125.6;2824.1;5507;180;0
4;4;3657.8;2901.8;14358.4;2125.6;2812.5;5507;180;0
5;4;3649;2880.1;14208;2125.6;2813;5507;180;0
6;4;3653.1;2774.4;13910.1;2125.6;2819.3;5507;180;0
7;4;3783.2;2524.3;13394.8;2125.6;2808;5507;180;0
8;4;3967.9;2377;12899.4;2125.6;2820.6;5507;180;0
9;4;4013.2;2153.8;13450.5;2125.6;2763.2;5507;180;0
10;4;3847.4;2061.1;13657.8;2125.6;2780.7;5507;180;0
11;4;3806.1;2042.9;14411;1905.2;2807.8;5507;180;0
12;4;3753.7;1979.6;15666.1;1905.2;2756.4;5507;180;0
13;4;3532.3;2116.3;17067.9;1905.2;2714.8;5507;180;0
14;4;3499.8;2339.9;17140.2;1905.2;2750;5507;180;0
15;4;3377.3;2570.8;17089.9;1905.2;2701.5;5507;180;0
16;4;3328.1;2873.4;14835.2;1905.2;2711.4;5507;180;0
17;4;3313.9;3156.2;14371.5;1905.2;2728.5;5507;180;0
18;4;4149.2;3337;14428.5;1905.2;2791.6;5507;180;0
19;4;4730.6;3349.2;14103.7;1905.2;2709.5;5507;180;0
20;4;5547.6;3731.3;13465.7;1018.9;2892.6;5507;180;0
21;4;6447;3929.6;14779.1;1018.9;2979.8;5507;180;0
22;4;6613.9;4056.5;15340.1;1026.4;2989.5;5507;180;0
23;4;5944.9;4297;15327.2;1018.9;2952;5507;180;0
0;4;4270.8;3726;13420.9;2129.7;2819.5;5334.3;432;0
1;4;3956.5;4109.5;13016.2;2129.7;2710.3;5167.5;431;0
2;4;3652.1;3994.2;12610.3;2129.7;2639.7;5168.5;360;0
3;4;3510.7;4110.2;12613.5;2129.7;2683.5;5169.5;180;0
4;4;3438.1;4335;12602.3;2129.7;2719.1;5169.5;180;0
5;4;3541;4483;12609.8;2129.7;2726.4;5170.5;180;0
6;4;4187.5;4049.4;13088.2;2129.7;2735.9;5169.5;180;0
7;4;4770.8;4289.7;13855.7;2129.7;2906.7;5169.5;180;0
8;4;5728.3;4057.6;15124;2129.7;2985.3;5169.5;180;0
9;4;5856.9;4246.6;16508.1;1431.9;3064.2;5169.5;423;0
10;4;5673.3;4306.1;16757;1431.9;3045.7;5162.3;423;0
11;4;5446.7;4550.3;17372.2;1356.9;3056.1;5169.5;423;0
12;4;5212.7;4823.4;18338.9;1356.9;3058.7;5099.5;423;0
13;4;5137.3;5249.3;18756.2;1356.9;3019.7;5033.5;423;0
14;4;4810;5707.2;18726.4;1356.9;2962.2;4963.5;423;0
15;4;4340.8;6182.4;17572.5;1356.9;2966.5;4895.5;423;0
16;4;4326.9;6488.5;17524.3;1356.9;2925.5;4825.5;423;0
17;4;4307.1;6643.6;17370.4;1356.9;2934.8;4757.5;423;0
18;4;4577.4;6622.1;17281.8;1356.9;2948.7;4689.5;423;0
19;4;5126.1;6495.6;18439.1;1356.9;3055.1;4620.5;423;0
20;4;5899.5;6144;16892.6;1033.9;3114.8;4552.5;423;0
21;4;6538.5;5948.9;17678.9;1033.9;3117.4;4507.5;423;0
22;4;6218.9;5902.4;17417.6;1033.9;3131.6;4452.5;423;0
23;4;5667.1;6034.2;16831.4;1033.9;3102.6;4391.5;423;0
0;4;4748.6;6624;15671.1;1962.6;2978.1;4366;432;0
1;4;4384.4;6996.5;15713.1;1962.6;2935.8;4317;431;0
2;4;3208.3;7276.9;14645.7;1962.6;2847.6;4267.8;360;0
3;4;3204.9;7115.1;14259;1962.6;2891.6;4255;180;0
4;4;3096.4;7110.5;14150.8;1962.6;2864.5;4255;180;0
5;4;3094.2;7110.9;14087.4;1962.6;2843.5;4255;180;0
6;4;3456;7046.8;14277.2;1962.6;2891.9;4255;180;0
7;4;4618.6;6794.8;15425.4;1962.6;2957.3;4255;423;0
8;4;5226.5;6673;16277.9;1700.7;3008.2;4255;423;0
9;4;5298.8;7203.9;18406.6;1131.4;3112.3;4255;423;0
10;4;5075.7;7349.9;19912.3;1131.4;3169.6;4255;423;0
11;4;4957.3;7718.5;21794.1;1018.9;3162;4255;423;0
12;4;4739.5;7986.4;22673.5;1018.9;3157.1;4255;423;0
13;4;4668.9;8522.4;22668;1018.9;3153.9;4255;243;0
14;4;3880.1;8937.4;22035.5;1018.9;3164.1;4255;243;0
15;4;3463.3;9226.8;20931.3;1018.9;3081;4255;243;0
16;4;3392.9;9252.8;20258.8;1018.9;3036;4255;243;0
17;4;3520.5;9293.2;19678.3;1018.9;3000.9;4255;243;0
18;4;4321.7;9041.5;18927.1;1018.9;3044.8;4255;243;0
19;4;5594.6;8433.9;18368.9;1018.9;3110.9;4255;243;0
20;4;5985.2;7733.4;17515.4;1018.9;3171.4;4255;243;0
21;4;6408.3;7462.4;18062.8;1018.9;3127.1;4255;243;0
22;4;6410.6;7355.6;18204.2;1018.9;3124.7;4255;243;0
23;4;5855.7;7640.4;16540.6;1018.9;3093.2;4255;243;0
0;4;5208.3;8709.2;17647.2;1632.6;2929.9;4392.5;252;0
1;4;5109.4;8733.6;17276.3;1632.6;2917.8;4282.8;251;0
2;4;4503.2;9113;16938.1;1691.3;3024.3;4053.8;180;0
3;4;4150.3;9029.7;16510.3;1528.8;3025.7;3828.6;0;0
4;4;4030.3;9103.8;16348.3;1538.7;3024.8;3767.8;0;0
5;4;4039;8976.1;16251.9;1416.3;2915.6;3767.8;0;0
6;4;4289.1;8971.8;15853;1502.8;3030.7;3768.8;0;0
7;4;4974.6;8100.1;17112.3;1416.3;2991.4;3766.8;243;0
8;4;5398.2;7996.5;18917.4;1313.9;3002.8;3767.8;243;0
9;4;5398.7;8051.9;20324.2;1313.9;2981.6;3765.8;243;0
10;4;5171.6;8228.9;21659.7;1313.9;3040.5;3765.8;243;0
11;4;4985.7;8949.5;22649.9;1313.9;3028.2;3765.8;243;0
12;4;4782.7;9793.3;23430.2;1313.9;3029.2;3764.8;243;0
13;4;4347.7;10614.3;23904.2;1313.9;3031.5;3764.8;243;0
14;4;3765.1;11261.2;24004.3;1313.9;2905.8;3764.8;243;0
15;4;3384.5;11834.4;23860.7;1313.9;2859.8;3762.8;243;0
16;4;3313;12258.9;23572;1313.9;2857.4;3764.8;243;0
17;4;3322;12615.5;23059.1;1313.9;2863.5;3764.8;243;0
18;4;3388.3;13157.3;22554.2;1313.9;2889.6;3764.8;243;0
19;4;3722.2;13092.8;21399.7;1313.9;3021.9;3765.8;243;0
20;4;3994.2;12653.6;20427.6;1087.8;3016.7;3765.8;243;0
21;4;5201.5;12671.2;20546.6;933.9;3074.4;3766.8;243;0
22;4;5149.5;12515.8;20716.2;933.9;3046.7;3766.8;243;0
23;4;4892.4;12208.3;19532.2;933.9;3023.4;3767.8;243;0
0;4;3224.3;11649.3;20032.7;1018.9;2827.9;3757.7;252;0
1;4;3004.6;11769.7;19314.7;1018.9;2784.5;3757.7;251;0
2;4;2626.5;11860.8;19265.8;1018.9;2719.6;3757.7;180;0
3;4;2449.4;11902.6;18744.6;1018.9;2706.2;3757.7;0;0
4;4;2366.4;11023.7;17792.3;1018.9;2713.1;3757.7;0;0
5;4;2338.1;10959.2;17800.3;1018.9;2712.8;3757.7;0;0
6;4;2421.1;11971.4;19088.7;1018.9;2724.8;3757.7;0;0
7;4;2569;12051.1;20828.2;1148.9;2718.4;3757.7;243;0
8;4;2649.4;12301.8;21387.1;903.9;2753.8;3757.7;243;0
9;4;2707.4;12736.5;23409;1023.9;2781.3;3757.7;243;0
10;4;2327.3;13245.9;24053.7;933.9;2732.8;3757.7;243;0
11;4;2293.6;13811;25355.4;933.9;2723.1;3757.7;243;0
12;4;2250.3;14201.4;26930.7;1023.9;2857.1;3757.7;243;0
13;4;2221.5;14381;26664.5;1023.9;2781.6;3757.7;243;0
14;4;2098.2;14503.4;26101;933.9;2704.6;3757.7;243;0
15;4;2110.2;14642.1;26055.3;933.9;2649.4;3757.7;243;0
16;4;2135.2;14517.9;25631.1;933.9;2645;3757.7;243;0
17;4;2136.2;14392.2;25025.8;933.9;2655.2;3757.7;243;0
18;4;2176.6;14031;24002.8;933.9;2737.6;3757.7;0;0
19;4;2977.2;13351.1;22519.3;933.9;2723.4;3757.7;0;0
20;4;3445.7;12921.7;21265.3;803.9;2802.7;3757.7;0;0
21;4;3597.9;12573;21871.4;803.9;2832.7;3757.7;0;0
22;4;3540.4;12090.9;20934;803.9;2765.5;3757.7;243;0
23;4;3364.4;12189.9;21032.6;803.9;2769.9;3757.7;0;0
0;5;2727.4;11236.1;18482.5;1811.3;2309;3775.2;252;0
1;5;2475.7;10892;18057.5;1811.3;2305.7;3772.2;251;0
2;5;2186.3;11213.9;17766.8;1811.3;2311.5;3771.2;180;0
3;5;2165.3;10577.9;16636.9;1811.3;2389.5;3771.2;0;0
4;5;2023.1;10073.2;16106.6;1811.3;2373.5;3774.2;0;0
5;5;2009.8;10016.4;16070.1;1811.3;2358.9;3775.2;0;0
6;5;2037;10766.9;16634;1811.3;2368;3775.2;0;0
7;5;2191.8;10018.4;16064.3;1811.3;2321.8;3773.2;0;0
8;5;2231.8;10361.5;17320.5;1811.3;2335;3774.2;0;0
9;5;2203.7;10556.2;19801.7;1811.3;2360.9;3772.2;0;0
10;5;1951.7;11032.2;22317.7;1469.3;2355.7;3773.2;0;0
11;5;1934.5;11098.5;23324.8;1469.3;2301.6;3770.2;0;0
12;5;1929.9;12113.4;25152.9;1469.3;2228.2;3771.2;0;0
13;5;1924.4;11614.4;24413.3;1469.3;2352.2;3770.2;0;0
14;5;1912.2;8401;23929.7;1469.3;2290.5;3771.2;0;0
15;5;1856.4;7798.7;22842.8;1469.3;2280.2;3768.2;0;0
16;5;1863.2;9457.6;21565.4;1469.3;2350.8;3770.2;0;0
17;5;1873.7;11269.6;22762.8;1469.3;2354.2;3769.2;0;0
18;5;2022.6;11563.2;22129.6;1469.3;2354.5;3769.2;0;0
19;5;3129.1;11195.2;20606;1469.3;2220.9;3772.2;0;0
20;5;3510.1;10988.6;19263.1;1218.7;2418.6;3770.2;0;0
21;5;3730;10840.3;19955.5;1248.7;2466.6;3773.2;0;0
22;5;3881.2;10465.2;19993.4;1248.7;2469.2;3772.2;0;0
23;5;3819.6;9992.8;18334.4;1188.7;2448;3775.2;0;0
0;5;2847.8;10035.8;17540.5;2129.7;2266;3764.5;170;0
1;5;2171.6;9310.4;16352.7;2129.7;2141.1;3761.6;170;0
2;5;2068.3;9067.9;16054.4;2129.7;2171;3762.6;170;0
3;5;1926.6;9011.1;15455.3;2129.7;2208.7;3761.6;170;0
4;5;1923.1;8890.3;15235.7;2129.7;2208;3764.6;170;0
5;5;1933.9;8559.7;15192.9;2129.7;2253.1;3764.6;170;0
6;5;2150.2;8002.1;15663.5;2129.7;2224.3;3766.6;170;0
7;5;2313.7;7733.6;15521.9;2129.7;2301.1;3763.6;170;0
8;5;2449;7029.1;15905;2129.7;2266;3764.6;170;0
9;5;2600.9;6652.2;17516.6;2129.7;2261.6;3762.6;170;0
10;5;2569.1;6381.8;19142;2062.7;2279.2;3762.6;170;0
11;5;2677.2;6583.8;20606;1909.3;2311;3760.6;170;0
12;5;2442.4;6456.9;21457.3;1909.3;2375.7;3761.6;170;0
13;5;2363.8;6712.2;23121.9;1909.3;2388.6;3760.6;170;0
14;5;2189.9;6951.2;24168.7;1909.3;2364.2;3759.6;170;0
15;5;2015.9;6889.3;22457.8;1909.3;2419.1;3757.6;170;0
16;5;2019.3;7407.1;21211.7;1909.3;2422.4;3758.6;170;0
17;5;2080.9;6880.5;20070.1;1909.3;2386.6;3758.6;170;0
18;5;2438.9;6470;19022.4;1909.3;2484.9;3757.6;170;0
19;5;3493.1;5584.2;17205;1909.3;2335.1;3760.6;170;0
20;5;3726.3;5311.1;16301.2;1018.9;2594.7;3759.6;170;0
21;5;4548.7;4909.2;17982.6;1018.9;2636.2;3761.6;170;0
22;5;4650.2;4421.9;16942.4;1018.9;2618.1;3761.6;170;0
23;5;4218.8;3935.7;15517.4;1018.9;2616.1;3765.6;170;0
0;5;3616;2863.5;14225.8;2266.9;2236.1;3767.5;180;0
1;5;3515.9;2525.6;13222;2266.9;2310.2;3764.6;180;0
2;5;3200.3;2166.6;12882.1;2266.9;2319.8;3764.6;180;0
3;5;2849.7;2190.6;12587.7;2266.9;2321.5;3763.6;180;0
4;5;2552.6;1987.7;12289.6;2266.9;2321.3;3767.6;180;0
5;5;2457.5;1966;12143.8;2266.9;2322.4;3766.6;180;0
6;5;2233.5;2121.6;12212.5;2266.9;2318.6;3769.6;180;0
7;5;2327.9;2269.3;12519.3;2266.9;2443;3765.6;180;0
8;5;2385.5;2378;13699.8;2266.9;2419.3;3767.6;180;0
9;5;2280.4;2241.7;15715.7;2266.9;2400.2;3764.6;180;0
10;5;2083.9;2195.6;18082.5;2125.6;2396.1;3765.6;180;0
11;5;2121.2;2377.4;19481.6;2125.6;2411.2;3763.6;180;0
12;5;2044.5;2895.1;20363.8;2125.6;2434.7;3763.6;180;0
13;5;2041.1;3310.7;21020.4;2125.6;2446.8;3762.6;180;0
14;5;2000.2;3494.3;21171.5;2125.6;2446.6;3763.6;180;0
15;5;1907.9;3480.3;20632.1;2125.6;2492.5;3759.6;180;0
16;5;1900;3261.2;19668.8;2125.6;2374.3;3761.6;180;0
17;5;1949.5;3427.1;18500.1;2125.6;2434.7;3761.6;180;0
18;5;2485.5;3423;16550.6;2125.6;2510.3;3760.6;180;0
19;5;3607.1;3594.9;14859.2;2125.6;2239.7;3763.6;180;0
20;5;3918.1;4137.2;15963.4;980.7;2568.6;3762.6;180;0
21;5;4572.9;4419.1;17642;980.7;2604.2;3764.6;180;0
22;5;4662.5;4879.1;17418.4;980.7;2601.9;3764.6;180;0
23;5;4144.4;5252.3;16635.6;980.7;2583.1;3767.6;180;0
0;5;3818.6;5621.2;17140.6;2055.9;2488;3760.2;350;0
1;5;2224;5829.2;15129.3;2022.9;2408.4;3757.2;350;0
2;5;2001.7;5949.2;14288.1;2022.9;2363.8;3757.2;350;0
3;5;2043.9;6183.9;14468.8;2022.9;2418.6;3757.2;350;0
4;5;2037.1;6360.3;14266.3;1867.9;2427.2;3760.2;350;0
5;5;2039.3;6657.6;14606;1867.9;2482.8;3760.2;350;0
6;5;2549.1;6739.4;15129;1867.9;2370.3;3763.2;593;0
7;5;2691.8;7138.2;16580;1867.9;2557.8;3760.2;593;0
8;5;2937.5;7033;18332;1867.9;2519.3;3761.2;593;0
9;5;3334.3;6941.7;20030.3;1356.9;2671.6;3759.2;593;0
10;5;3571.8;6978.2;21338.7;1183.9;2826.7;3759.2;423;0
11;5;3821.2;7403.3;23328.6;1183.9;2843.7;3757.2;423;0
12;5;3776.5;8373.3;24322.8;1183.9;2825.1;3757.2;423;0
13;5;3254.8;9451.4;25562.6;1183.9;2775.4;3757.2;423;0
14;5;2413.9;10270;25374.3;1183.9;2742.2;3756.2;423;0
15;5;2921.3;10808.7;25377.2;1183.9;2828.4;3752.2;243;0
16;5;2909.3;11065.6;25175.6;1183.9;2753.8;3755.2;243;0
17;5;2916.1;11179.9;24605.3;1183.9;2866.2;3753.2;0;0
18;5;2577.2;10968.8;23582.5;1183.9;2745.5;3754.2;243;0
19;5;3344.5;10621.3;21815.8;1183.9;2713.9;3756.2;243;0
20;5;4566.4;9911.9;19945.6;1018.9;2806.8;3755.2;243;0
